game,move,num_playouts,mean_num_playouts_per_node
0,1,59,3.933333333333333
0,3,39,3.25
0,5,19,2.111111111111111
0,7,75,2.2058823529411766
0,9,28,1.4
0,11,79,3.16
1,0,191,6.161290322580645
1,2,18,2.5714285714285716
1,4,42,2.8
1,6,94,1.8076923076923077
1,8,74,1.8974358974358974
1,10,114,1.4805194805194806
2,1,9,2.25
2,3,967,10.397849462365592
2,5,10,2.0
2,7,54,2.8421052631578947
2,9,37,1.6818181818181819
2,11,97,2.6944444444444446
2,13,51,2.4285714285714284
2,15,65,2.2413793103448274
2,17,91,1.8958333333333333
2,19,335,5.0
2,21,181,3.9347826086956523
2,23,64,2.782608695652174
2,25,176,5.5
2,27,71,3.0869565217391304
3,1,14,2.8
3,3,90,3.75
3,5,158,3.95
3,7,67,2.4814814814814814
3,9,56,2.24
4,0,742,10.911764705882353
4,2,51,2.8333333333333335
4,4,44,1.76
4,6,25,2.272727272727273
4,8,468,5.571428571428571
4,10,263,3.984848484848485
4,12,319,3.393617021276596
4,14,298,3.204301075268817
4,16,102,2.372093023255814
5,0,140,5.0
5,2,23,2.5555555555555554
5,4,21,2.3333333333333335
5,6,50,2.272727272727273
5,8,40,1.5384615384615385
5,10,75,1.25
5,12,91,1.123456790123457
5,14,110,1.375
5,16,74,0.9736842105263158
5,18,107,2.276595744680851
5,20,38,1.8095238095238095
5,22,155,4.078947368421052
5,24,83,3.4583333333333335
6,1,235,7.34375
6,3,254,5.906976744186046
6,5,52,3.25
6,7,65,2.9545454545454546
6,9,76,3.04
7,0,5,1.6666666666666667
7,2,1084,8.672
7,4,39,2.4375
7,6,72,2.1818181818181817
7,8,65,2.2413793103448274
7,10,342,3.109090909090909
7,12,237,2.788235294117647
8,0,59,4.916666666666667
8,2,11,2.2
8,4,36,3.0
8,6,71,2.5357142857142856
8,8,69,3.2857142857142856
9,0,9,2.25
9,2,26,2.3636363636363638
9,4,49,2.227272727272727
9,6,86,1.4333333333333333
9,8,253,2.7204301075268815
9,10,832,6.4
9,12,248,3.5942028985507246
9,14,98,3.161290322580645
9,16,98,4.666666666666667
10,0,5,1.6666666666666667
10,2,9,2.25
10,4,20,2.5
10,6,71,2.088235294117647
10,8,165,3.173076923076923
10,10,101,1.6031746031746033
10,12,50,1.7857142857142858
10,14,74,1.510204081632653
10,16,120,1.875
11,1,54,4.153846153846154
11,3,9,1.8
11,5,93,2.5833333333333335
11,7,65,2.5
11,9,71,2.9583333333333335
11,11,84,2.8
12,1,329,6.450980392156863
12,3,97,4.041666666666667
12,5,361,5.46969696969697
12,7,129,3.225
12,9,32,2.2857142857142856
12,11,150,4.285714285714286
12,13,160,4.102564102564102
12,15,62,2.5833333333333335
13,0,216,4.5
13,2,50,2.7777777777777777
13,4,26,2.0
13,6,25,2.272727272727273
13,8,111,3.0
13,10,73,4.5625
14,0,59,5.363636363636363
14,2,5,1.6666666666666667
14,4,19,2.375
14,6,195,4.431818181818182
14,8,147,3.1956521739130435
15,0,11,2.2
15,2,21,2.1
15,4,193,3.7115384615384617
15,6,60,1.875
15,8,722,5.68503937007874
15,10,32,2.2857142857142856
15,12,103,2.575
15,14,71,2.730769230769231
15,16,158,5.096774193548387
15,18,62,2.8181818181818183
16,0,27,3.375
16,2,109,4.954545454545454
16,4,37,3.0833333333333335
16,6,19,2.7142857142857144
16,8,49,1.96
16,10,63,3.0
16,12,69,3.8333333333333335
17,1,13,2.1666666666666665
17,3,36,2.5714285714285716
17,5,31,2.2142857142857144
17,7,91,1.82
17,9,98,2.3902439024390243
18,0,5,1.6666666666666667
18,2,21,2.3333333333333335
18,4,1629,9.255681818181818
18,6,63,2.25
18,8,204,2.72
18,10,51,0.9622641509433962
18,12,45,2.142857142857143
19,1,54,4.5
19,3,31,2.8181818181818183
19,5,40,2.857142857142857
19,7,197,4.104166666666667
19,9,40,1.9047619047619047
19,11,92,2.13953488372093
19,13,107,2.5476190476190474
19,15,101,3.740740740740741
