game,move,mean,median,max
0,1,5.428571428571429,5.0,9
0,3,5.276595744680851,5.0,8
0,5,4.359375,5.0,6
0,7,4.571428571428571,5.0,7
0,9,4.85,6.0,6
0,11,3.029126213592233,3.0,4
1,1,6.972222222222222,7.0,10
1,3,5.439024390243903,5.0,10
1,5,4.384615384615385,5.0,7
1,7,4.144927536231884,4.0,5
1,9,3.8285714285714287,5.0,5
1,11,2.5,2.0,5
1,13,2.6315789473684212,3.0,4
1,15,2.6031746031746033,3.0,4
1,17,2.134020618556701,2.0,4
1,19,2.310344827586207,2.0,4
1,21,3.0792079207920793,3.0,5
1,23,2.6206896551724137,3.0,3
2,0,6.631578947368421,7.0,10
2,2,5.769230769230769,6.0,10
2,4,5.490196078431373,5.0,9
2,6,4.584905660377358,5.0,8
2,8,6.024390243902439,6.0,10
2,10,4.216666666666667,5.0,6
2,12,4.317073170731708,5.0,5
2,14,2.518181818181818,3.0,3
2,16,2.535,3.0,3
3,1,7.685714285714286,8.0,11
3,3,4.7555555555555555,5.0,8
3,5,4.105263157894737,5.0,7
3,7,5.245283018867925,5.0,9
3,9,4.453125,5.0,6
3,11,3.2658227848101267,3.0,5
3,13,2.5784313725490198,3.0,4
3,15,2.5238095238095237,3.0,4
3,17,3.739130434782609,4.0,5
3,19,3.3,4.0,4
3,21,2.536082474226804,2.0,5
3,23,3.1140350877192984,3.0,5
3,25,2.625,3.0,3
3,27,2.4803149606299213,3.0,3
4,1,7.588235294117647,8.0,11
4,3,5.191489361702128,5.0,9
4,5,4.537037037037037,5.0,7
4,7,3.40625,3.0,6
4,9,4.47457627118644,5.0,7
4,11,3.921875,4.0,6
4,13,3.337078651685393,3.0,5
4,15,2.4038461538461537,3.0,3
4,17,2.2865853658536586,2.0,3
4,19,2.156862745098039,2.0,3
4,21,1.8193548387096774,2.0,3
4,23,1.8116883116883118,2.0,3
4,25,2.3207547169811322,2.0,4
4,27,2.066265060240964,2.0,3
5,1,6.054054054054054,7.0,9
5,3,4.795918367346939,5.0,8
5,5,4.575342465753424,5.0,7
5,7,4.285714285714286,5.0,6
5,9,3.1594202898550723,3.0,6
5,11,3.8309859154929575,4.0,5
5,13,3.125,3.0,4
5,15,2.94,3.0,4
5,17,2.377049180327869,3.0,4
6,0,5.384615384615385,6.0,8
6,2,5.9772727272727275,6.0,9
6,4,5.0,5.0,9
6,6,4.464285714285714,5.0,7
6,8,3.8205128205128207,4.0,6
6,10,2.980392156862745,3.0,4
6,12,3.389473684210526,4.0,4
6,14,2.526315789473684,3.0,4
7,0,7.03030303030303,7.0,12
7,2,5.416666666666667,6.5,7
7,4,3.588235294117647,4.0,6
7,6,4.745098039215686,5.0,8
7,8,4.035087719298246,4.0,8
7,10,4.171875,4.0,7
7,12,4.379310344827586,5.0,7
