game,move,expl_rate
0,0,1.0
0,2,0.9735973597359735
0,4,0.946360153256705
0,6,0.96875
0,8,0.9887640449438202
0,10,0.9623456790123457
0,12,0.9813084112149533
0,14,0.8363363363363361
0,16,0.8726591760299622
0,18,0.75210355987055
0,20,1.0
1,0,0.9052631578947369
1,2,0.9560439560439561
1,4,0.9819277108433735
1,6,1.0
1,8,0.8996065375302665
1,10,0.7545931758530181
1,12,0.853211009174312
1,14,0.8007662835249043
1,16,0.9011299435028249
2,0,0.9894366197183099
2,2,0.9560439560439561
2,4,0.8677083333333332
2,6,0.8643074097619555
2,8,0.9839181286549706
2,10,0.9000000000000006
2,12,0.8301282051282055
2,14,0.6963141025641025
2,16,0.7991935483870969
2,18,0.797872340425532
3,0,0.9850746268656716
3,2,0.9906103286384976
3,4,0.9706349206349206
3,6,0.9604810996563574
3,8,0.898164084911073
3,10,0.8921568627450982
3,12,0.7297734627831716
3,14,0.8011904761904765
3,16,0.9329501915708813
4,1,0.9473684210526315
4,3,0.9675324675324676
4,5,0.9836956521739131
4,7,0.9015151515151515
4,9,0.9084415584415585
4,11,1.0
4,13,0.8471177944862156
4,15,0.7927631578947372
4,17,0.7555555555555554
5,1,0.9452054794520548
5,3,0.8461538461538458
5,5,1.0
5,7,0.899404761904762
5,9,0.7165032679738563
5,11,0.9555921052631579
5,13,0.8185840707964602
5,15,0.8691460055096417
6,1,0.9537037037037037
6,3,0.9726027397260274
6,5,0.9799999999999998
6,7,0.8321428571428573
6,9,0.8826086956521739
6,11,0.9797979797979799
7,0,0.9420289855072463
7,2,0.9562500000000002
7,4,0.8888140161725068
7,6,0.9023569023569021
7,8,0.8758503401360542
7,10,0.892528735632184
8,0,0.9459064327485379
8,2,0.93
8,4,1.0
8,6,0.975975975975976
8,8,0.9673015873015874
8,10,0.7755775577557755
8,12,1.0
8,14,0.8591008771929823
8,16,0.8721264367816092
9,1,0.9506172839506172
9,3,0.847191011235955
9,5,0.954639175257732
9,7,0.9333333333333335
9,9,0.960618846694796
9,11,0.7800000000000001
10,0,0.9864864864864865
10,2,0.9675324675324676
10,4,0.8931159420289856
10,6,0.89812734082397
10,8,0.9050061050061051
10,10,0.7135854341736694
10,12,0.8280254777070064
10,14,0.9117117117117114
10,16,0.776958525345623
10,18,0.8446601941747571
10,20,0.8349206349206347
10,22,0.8269841269841267
10,24,0.8690476190476191
