game,move,num_playouts,mean_num_playouts_per_node
0,0,1028,8.158730158730158
0,2,1029,7.195804195804196
0,4,1034,7.492753623188406
0,6,1026,8.844827586206897
0,8,1036,7.674074074074074
0,10,1039,6.076023391812866
0,12,1057,6.2176470588235295
0,14,1099,4.040441176470588
0,16,1084,5.287804878048781
0,18,1098,3.1551724137931036
0,20,2923,91.34375
1,0,1015,6.506410256410256
1,2,1030,7.923076923076923
1,4,1015,9.227272727272727
1,6,1031,8.118110236220472
1,8,1041,4.4297872340425535
1,10,1064,3.7333333333333334
1,12,1112,3.5527156549520766
1,14,1123,3.6699346405228757
1,16,4141,35.09322033898305
2,0,1029,9.89423076923077
2,2,1042,6.993288590604027
2,4,1058,4.560344827586207
2,6,1034,3.303514376996805
2,8,1075,5.070754716981132
2,10,1109,4.679324894514768
2,12,1120,2.9166666666666665
2,14,1111,3.9119718309859155
2,16,1102,2.30062630480167
2,18,5007,51.09183673469388
3,0,1031,9.205357142857142
3,2,1032,9.132743362831858
3,4,1038,6.290909090909091
3,6,1025,7.592592592592593
3,8,1027,6.186746987951807
3,10,1052,5.748633879781421
3,12,1084,4.185328185328185
3,14,1113,3.1264044943820224
3,16,2645,13.6340206185567
4,1,1025,8.760683760683762
4,3,1023,9.053097345132743
4,5,1022,8.308943089430894
4,7,1016,9.676190476190476
4,9,1020,7.786259541984733
4,11,1056,6.6835443037974684
4,13,1090,3.8111888111888113
4,15,1113,4.524390243902439
4,17,3426,36.4468085106383
5,1,1018,9.514018691588785
5,3,1023,6.314814814814815
5,5,1046,7.7481481481481485
5,7,1049,5.8277777777777775
5,9,1087,3.9527272727272726
5,11,1065,4.294354838709677
5,13,1058,4.920930232558139
5,15,1085,4.23828125
6,1,1013,13.876712328767123
6,3,1013,10.232323232323232
6,5,1061,7.267123287671233
6,7,1038,4.474137931034483
6,9,1062,5.105769230769231
6,11,4068,35.68421052631579
7,0,1019,9.523364485981308
7,2,1021,7.090277777777778
7,4,1045,5.122549019607843
7,6,1090,5.069767441860465
7,8,1090,4.9771689497716896
7,10,1093,3.6555183946488294
8,0,1011,11.359550561797754
8,2,1017,11.556818181818182
8,4,1032,8.256
8,6,1070,5.169082125603865
8,8,1050,5.965909090909091
8,10,1095,4.101123595505618
8,12,1182,4.0067796610169495
8,14,1085,3.369565217391304
8,16,1076,3.146198830409357
9,1,1016,12.095238095238095
9,3,1025,6.446540880503145
9,5,1048,6.313253012048193
9,7,1040,6.153846153846154
9,9,1052,6.8311688311688314
9,11,4712,42.836363636363636
10,0,1026,9.5
10,2,1029,9.1875
10,4,1019,6.660130718954249
10,6,1051,5.681081081081081
10,8,1033,4.611607142857143
10,10,1066,3.688581314878893
10,12,1076,3.118840579710145
10,14,1114,4.036231884057971
10,16,1080,2.2546972860125263
10,18,1095,4.67948717948718
10,20,1081,4.7
10,22,1090,4.541666666666667
10,24,4793,52.67032967032967
11,1,1002,11.928571428571429
11,3,1013,10.443298969072165
11,5,1030,8.11023622047244
11,7,1063,5.71505376344086
11,9,6545,92.1830985915493
12,0,1011,10.870967741935484
12,2,1005,12.25609756097561
12,4,1026,8.274193548387096
12,6,1052,6.493827160493828
12,8,3532,82.13953488372093
13,1,1025,8.91304347826087
13,3,1015,10.572916666666666
13,5,1018,10.715789473684211
13,7,1023,6.089285714285714
13,9,1051,5.28140703517588
13,11,3101,18.793939393939393
14,0,1028,8.158730158730158
14,2,1030,7.62962962962963
14,4,1029,7.976744186046512
14,6,1038,6.178571428571429
14,8,1062,6.0685714285714285
14,10,1075,3.937728937728938
14,12,1096,3.818815331010453
14,14,1101,3.7322033898305085
14,16,1112,4.133828996282528
14,18,1126,3.1988636363636362
14,20,2901,93.58064516129032
15,0,1015,9.575471698113208
15,2,1015,9.950980392156863
15,4,1023,7.809160305343512
15,6,1037,6.284848484848485
15,8,1024,7.641791044776119
15,10,1074,5.682539682539683
15,12,5390,80.44776119402985
16,1,1014,8.380165289256198
16,3,1033,7.378571428571429
16,5,1052,5.106796116504855
16,7,1077,5.638743455497382
16,9,1096,3.8456140350877193
16,11,1061,4.736607142857143
16,13,5232,65.4
17,1,1008,12.292682926829269
17,3,1016,9.071428571428571
17,5,1036,7.0476190476190474
17,7,1037,7.856060606060606
17,9,1059,6.7025316455696204
17,11,1067,3.129032258064516
17,13,1059,2.4068181818181817
17,15,1088,3.6632996632996635
17,17,1101,3.574675324675325
17,19,2861,46.90163934426229
18,1,1053,7.521428571428571
18,3,1063,5.21078431372549
18,5,1056,5.617021276595745
18,7,1055,6.635220125786163
18,9,1061,4.295546558704453
18,11,2730,15.689655172413794
19,1,1011,12.961538461538462
19,3,1009,8.773913043478261
19,5,1023,7.104166666666667
19,7,1044,7.510791366906475
19,9,1061,5.052380952380952
19,11,3708,69.9622641509434
20,1,1002,12.525
20,3,1014,10.45360824742268
20,5,1032,7.371428571428571
20,7,1057,6.005681818181818
20,9,1041,4.248979591836735
20,11,1100,4.621848739495798
20,13,4676,57.72839506172839
21,1,1025,9.318181818181818
21,3,1029,7.795454545454546
21,5,1021,8.801724137931034
21,7,1035,7.7819548872180455
21,9,3933,437.0
22,0,1017,8.268292682926829
22,2,1036,7.674074074074074
22,4,1049,6.55625
22,6,1041,4.266393442622951
22,8,1044,5.092682926829268
22,10,1085,4.636752136752137
22,12,1074,3.3354037267080745
22,14,1104,3.2759643916913945
23,0,1025,7.427536231884058
23,2,1015,9.227272727272727
23,4,1015,7.0979020979020975
23,6,1033,6.579617834394904
23,8,1059,6.61875
23,10,1055,5.2227722772277225
23,12,1098,4.901785714285714
23,14,1093,2.9782016348773843
23,16,1112,2.7254901960784315
24,1,1026,7.276595744680851
24,3,1041,6.94
24,5,1053,6.230769230769231
24,7,1036,8.288
24,9,1099,4.178707224334601
24,11,4548,44.588235294117645
25,1,1015,10.252525252525253
25,3,1031,8.965217391304348
25,5,1034,8.272
25,7,1056,5.151219512195122
25,9,1111,5.240566037735849
26,1,1019,9.34862385321101
26,3,1029,7.976744186046512
26,5,1011,9.537735849056604
26,7,1042,7.442857142857143
26,9,1045,7.108843537414966
26,11,1078,5.207729468599034
26,13,1068,3.682758620689655
26,15,2844,30.580645161290324
27,0,1036,8.931034482758621
27,2,1046,7.635036496350365
27,4,1073,5.677248677248677
27,6,1049,6.639240506329114
27,8,1043,6.208333333333333
27,10,1077,4.273809523809524
27,12,1081,3.8469750889679717
27,14,1120,3.246376811594203
27,16,3937,28.528985507246375
28,0,1021,9.723809523809523
28,2,1015,10.15
28,4,1031,7.7518796992481205
28,6,1035,7.610294117647059
28,8,1081,6.107344632768362
28,10,1085,5.241545893719807
28,12,1094,4.995433789954338
28,14,1085,5.070093457943925
28,16,1105,2.505668934240363
28,18,1076,1.871304347826087
28,20,3209,19.567073170731707
29,0,1028,8.158730158730158
29,2,1039,6.8355263157894735
29,4,1042,6.553459119496855
29,6,1041,5.205
29,8,1058,5.453608247422681
29,10,1058,5.627659574468085
29,12,1149,3.962068965517241
30,1,1017,11.556818181818182
30,3,1017,9.970588235294118
30,5,1018,14.338028169014084
30,7,1028,9.431192660550458
30,9,1052,7.060402684563758
30,11,5118,94.77777777777777
31,1,1015,9.575471698113208
31,3,1028,9.431192660550458
31,5,1040,5.473684210526316
31,7,1049,5.926553672316384
31,9,1078,4.052631578947368
31,11,3778,27.3768115942029
32,0,1006,10.589473684210526
32,2,1016,10.262626262626263
32,4,1016,10.16
32,6,1026,7.7727272727272725
32,8,1040,6.753246753246753
32,10,1078,5.923076923076923
32,12,1109,4.032727272727273
32,14,1111,4.240458015267175
32,16,1110,3.8541666666666665
32,18,1089,2.708955223880597
33,0,1023,9.216216216216216
33,2,1007,10.171717171717171
33,4,1020,11.590909090909092
33,6,1033,10.434343434343434
33,8,1047,6.12280701754386
33,10,1092,3.8048780487804876
33,12,1106,4.424
33,14,1090,4.176245210727969
33,16,1321,4.751798561151079
33,18,1112,3.168091168091168
34,0,1014,12.216867469879517
34,2,1019,10.089108910891088
34,4,1021,6.993150684931507
34,6,1020,6.296296296296297
34,8,1026,7.381294964028777
34,10,1040,7.482014388489208
34,12,1121,4.230188679245283
35,1,1023,7.75
35,3,1046,7.7481481481481485
35,5,1056,5.227722772277228
35,7,1036,5.312820512820513
35,9,1076,4.846846846846847
35,11,1102,5.031963470319635
35,13,3152,16.24742268041237
36,1,1010,11.222222222222221
36,3,1023,10.76842105263158
36,5,1032,7.478260869565218
36,7,1048,6.313253012048193
36,9,1050,6.176470588235294
36,11,5372,72.5945945945946
37,0,1023,9.650943396226415
37,2,1012,9.284403669724771
37,4,1022,7.24822695035461
37,6,1065,5.634920634920635
37,8,1061,5.331658291457287
37,10,1086,4.007380073800738
37,12,1072,3.2
37,14,1093,3.5372168284789645
37,16,4643,52.168539325842694
38,0,1025,8.760683760683762
38,2,1047,7.425531914893617
38,4,1043,5.547872340425532
38,6,1038,5.798882681564246
38,8,1060,5.0476190476190474
38,10,1091,3.8013937282229966
39,0,1034,9.663551401869158
39,2,1029,7.510948905109489
39,4,1041,7.543478260869565
39,6,1060,5.408163265306122
39,8,1087,5.079439252336448
39,10,1063,3.8100358422939067
39,12,1089,4.188461538461539
39,14,1344,5.1692307692307695
40,0,1016,10.808510638297872
40,2,1024,8.533333333333333
40,4,1052,7.460992907801418
40,6,1041,4.910377358490566
40,8,1113,4.452
40,10,1071,2.3853006681514475
40,12,1103,3.3525835866261398
40,14,1101,3.238235294117647
40,16,1213,5.415178571428571
40,18,1096,2.6797066014669926
41,0,1012,11.244444444444444
41,2,1007,9.682692307692308
41,4,1040,7.647058823529412
41,6,1061,5.526041666666667
41,8,1063,4.641921397379913
41,10,1054,4.602620087336245
41,12,1078,4.1461538461538465
41,14,1108,4.118959107806692
41,16,1151,4.756198347107438
41,18,2973,17.59171597633136
42,0,1017,10.272727272727273
42,2,1006,9.314814814814815
42,4,1027,8.558333333333334
42,6,1050,7.5
42,8,1038,3.3811074918566777
42,10,1077,4.378048780487805
42,12,1083,4.5125
42,14,1099,3.897163120567376
42,16,1122,3.50625
42,18,1079,2.1033138401559452
43,1,1016,9.676190476190476
43,3,1007,12.132530120481928
43,5,1044,7.791044776119403
43,7,1041,4.3375
43,9,1074,3.96309963099631
43,11,1063,5.71505376344086
43,13,1122,3.3293768545994067
44,0,1025,6.487341772151899
44,2,1030,7.62962962962963
44,4,1030,7.463768115942029
44,6,1033,6.579617834394904
44,8,1028,6.047058823529412
44,10,1073,4.9906976744186045
44,12,1089,5.391089108910891
44,14,1078,4.067924528301887
44,16,1128,4.355212355212355
44,18,2819,62.644444444444446
45,1,1026,9.243243243243244
45,3,1036,7.731343283582089
45,5,1035,6.809210526315789
45,7,6695,148.77777777777777
46,0,1040,6.046511627906977
46,2,1068,6.173410404624278
46,4,1058,6.115606936416185
46,6,1058,6.187134502923977
46,8,1041,7.543478260869565
46,10,1067,3.6920415224913494
46,12,1081,4.189922480620155
46,14,1090,3.538961038961039
46,16,1086,2.694789081885856
46,18,1085,2.940379403794038
46,20,1107,2.8903394255874675
46,22,2931,21.086330935251798
47,0,1029,9.616822429906541
47,2,1025,9.070796460176991
47,4,1029,7.456521739130435
47,6,1028,4.265560165975104
47,8,1074,3.3987341772151898
47,10,1067,3.243161094224924
47,12,1088,3.688135593220339
47,14,1088,3.0391061452513966
48,1,1006,9.314814814814815
48,3,1016,8.683760683760683
48,5,1040,8.524590163934427
48,7,1051,6.960264900662252
48,9,1056,4.888888888888889
48,11,1061,5.927374301675978
48,13,4883,75.12307692307692
49,0,1016,10.05940594059406
49,2,1008,11.2
49,4,1026,8.341463414634147
49,6,1028,9.097345132743364
49,8,1057,7.60431654676259
49,10,1088,5.205741626794258
49,12,1087,4.313492063492063
49,14,2599,15.751515151515152
50,1,1025,8.91304347826087
50,3,1025,9.403669724770642
50,5,1035,8.846153846153847
50,7,1023,6.089285714285714
50,9,1055,5.582010582010582
50,11,1086,3.8785714285714286
51,1,1031,8.887931034482758
51,3,1026,6.071005917159764
51,5,1046,6.116959064327485
51,7,1019,7.384057971014493
51,9,5041,44.610619469026545
52,0,1012,11.12087912087912
52,2,1027,10.810526315789474
52,4,1046,7.635036496350365
52,6,1063,5.654255319148936
52,8,1043,6.438271604938271
52,10,1091,4.101503759398496
52,12,1144,2.9637305699481864
52,14,1082,3.8920863309352516
52,16,1097,3.706081081081081
53,0,1026,10.6875
53,2,1019,6.408805031446541
53,4,1046,6.226190476190476
53,6,1050,4.952830188679245
53,8,1054,4.582608695652174
53,10,1129,4.5894308943089435
53,12,1087,3.697278911564626
53,14,1092,4.421052631578948
53,16,1114,4.603305785123967
54,0,1001,10.880434782608695
54,2,1016,10.16
54,4,1016,9.864077669902912
54,6,1020,10.0
54,8,1019,6.1017964071856285
54,10,1037,3.6132404181184667
54,12,1138,4.570281124497992
54,14,1086,1.364321608040201
54,16,1170,3.7987012987012987
54,18,1103,2.535632183908046
55,1,1004,12.24390243902439
55,3,1006,9.862745098039216
55,5,1026,8.55
55,7,1030,9.11504424778761
55,9,1068,5.287128712871287
55,11,1072,4.340080971659919
55,13,1132,3.6993464052287583
55,15,2860,44.0
56,0,1022,10.118811881188119
56,2,1024,6.7368421052631575
56,4,1050,5.303030303030303
56,6,1057,5.622340425531915
56,8,1062,5.057142857142857
56,10,1059,5.268656716417911
56,12,1078,5.336633663366337
56,14,1079,3.895306859205776
56,16,1254,4.478571428571429
57,0,1020,9.444444444444445
57,2,1022,7.626865671641791
57,4,1063,6.902597402597403
57,6,1039,5.143564356435643
57,8,1035,4.975961538461538
57,10,1056,3.854014598540146
57,12,1114,4.203773584905661
57,14,1113,4.231939163498099
57,16,1112,4.164794007490637
57,18,1095,3.3692307692307693
57,20,2838,49.78947368421053
58,0,1033,7.378571428571429
58,2,1022,8.446280991735538
58,4,1029,8.870689655172415
