game,move,num_playouts,mean_num_playouts_per_node
0,0,10235,11.017222820236814
0,2,10276,11.329658213891951
0,4,10390,8.76053962900506
0,6,10555,7.15593220338983
0,8,10668,6.202325581395349
0,10,709,2.8821138211382116
1,0,10243,12.900503778337532
1,2,10305,10.004854368932039
1,4,10339,8.56586578293289
1,6,10296,9.471941122355107
1,8,10463,7.410056657223796
1,10,585,2.896039603960396
2,1,10235,11.750861079219288
2,3,10332,8.704296545914069
2,5,10526,7.350558659217877
2,7,10500,7.109004739336493
2,9,10851,5.906913445835602
3,0,10224,12.637824474660075
3,2,10266,12.149112426035503
3,4,10319,9.372388737511354
3,6,10375,8.859948761742102
3,8,11121,8.342835708927232
3,10,135,2.6470588235294117
4,1,10201,14.572857142857142
4,3,10303,9.859330143540669
4,5,10405,8.493877551020407
4,7,10592,6.09085681426107
4,9,10706,5.931301939058172
4,11,837,2.856655290102389
5,1,10121,17.818661971830984
5,3,10192,13.49933774834437
5,5,10249,10.609730848861284
5,7,10285,9.711992445703494
5,9,10434,7.4581844174410294
5,11,10819,5.2139759036144575
6,0,10147,16.526058631921824
6,2,10174,15.162444113263785
6,4,10212,13.008917197452229
6,6,10320,11.634723788049605
6,8,4094,8.20440881763527
6,10,224,4.0
6,12,64,2.0
6,14,83,2.075
7,1,10201,14.44900849858357
7,3,10232,12.968314321926488
7,5,10268,11.550056242969628
7,7,10415,7.680678466076696
7,9,4102,6.429467084639499
8,0,10214,13.162371134020619
8,2,10280,11.125541125541126
8,4,10323,8.815542271562768
8,6,10498,7.131793478260869
8,8,10574,5.579947229551451
8,10,2114,3.929368029739777
9,1,10102,21.31223628691983
9,3,10123,18.78107606679035
9,5,10206,13.341176470588236
9,7,10388,9.233777777777778
9,9,5144,5.88558352402746
