game,move,mean,median,max
0,0,14.260495156081808,15.0,17
0,2,11.996692392502757,12.0,16
0,4,9.36087689713322,10.0,13
0,6,7.665084745762712,8.0,12
0,8,7.004651162790697,8.0,10
0,10,3.292682926829268,3.0,4
1,0,14.261964735516372,14.0,19
1,2,10.909708737864078,11.0,15
1,4,9.140016570008285,9.0,15
1,6,10.114995400183993,10.0,16
1,8,8.228045325779037,8.0,12
1,10,3.633663366336634,4.0,4
2,1,12.889781859931114,13.0,18
2,3,10.841617523167649,11.0,15
2,5,7.768156424581005,8.0,12
2,7,8.266079891672309,8.0,12
2,9,6.475775721284704,7.0,11
3,0,14.202719406674907,14.0,19
3,2,12.831952662721893,13.0,17
3,4,10.211625794732061,10.0,17
3,6,9.885567890691716,10.0,14
3,8,8.963990997749438,10.0,12
3,10,2.450980392156863,3.0,3
4,1,16.864285714285714,17.0,21
4,3,11.885167464114833,12.0,16
4,5,10.25061224489796,10.0,13
4,7,7.452558941920644,7.0,10
4,9,7.449861495844876,8.0,10
4,11,3.6996587030716723,4.0,5
5,1,18.9806338028169,19.0,25
5,3,14.688741721854305,15.0,20
5,5,11.614906832298137,12.0,17
5,7,10.81586402266289,11.0,16
5,9,9.686204431736956,10.0,13
5,11,6.7619277108433735,7.0,8
6,0,17.420195439739413,18.0,25
6,2,15.421758569299552,16.0,22
6,4,13.611464968152866,14.0,21
6,6,12.393461104847802,13.0,19
6,8,8.637274549098196,9.0,12
6,10,3.0892857142857144,3.0,5
6,12,2.28125,2.0,3
6,14,2.175,2.0,3
7,1,16.011331444759207,17.0,22
7,3,13.898605830164765,14.0,20
7,5,11.905511811023622,12.0,18
7,7,8.448377581120944,8.0,14
7,9,6.29153605015674,6.0,11
8,0,14.893041237113403,15.0,21
8,2,11.441558441558442,12.0,15
8,4,10.936806148590948,11.0,15
8,6,8.007472826086957,8.0,14
8,8,7.088126649076517,8.0,11
8,10,3.912639405204461,4.0,7
9,1,23.436708860759495,25.0,30
9,3,20.81447124304267,21.0,26
9,5,14.233986928104574,14.0,20
9,7,9.874666666666666,11.0,14
9,9,5.951945080091533,7.0,8
