game,move,expl_rate
0,0,1.0
0,2,1.0
0,4,0.828125
0,6,1.0
0,8,0.9285714285714286
0,10,0.41111111111111126
1,1,1.0
1,3,0.9230769230769231
1,5,0.9642857142857143
1,7,0.9444444444444444
1,9,0.9523809523809523
2,0,1.0
2,2,1.0
2,4,1.0
2,6,0.84375
2,8,0.8666666666666666
2,10,0.6538461538461539
2,12,0.6461538461538462
3,0,1.0
3,2,0.96875
3,4,1.0
3,6,0.9761904761904763
3,8,0.9270833333333333
3,10,0.515625
4,1,0.9807692307692307
4,3,0.9555555555555555
4,5,0.9365079365079365
4,7,1.0
4,9,0.6444444444444445
4,11,0.6307692307692309
5,1,0.9583333333333334
5,3,1.0
5,5,0.9761904761904762
5,7,0.9385964912280703
5,9,0.7549019607843137
5,11,0.7604166666666667
6,0,1.0
6,2,0.9444444444444445
6,4,0.9375
6,6,1.0
6,8,0.4305555555555556
7,0,0.9333333333333333
7,2,0.9866666666666667
7,4,1.0
7,6,0.9682539682539684
7,8,0.7916666666666667
7,10,0.5588235294117648
7,12,1.0
8,1,1.0
8,3,0.9111111111111112
8,5,1.0
8,7,1.0
8,9,0.9166666666666666
8,11,0.8421052631578947
8,13,0.6041666666666667
9,0,0.9230769230769231
9,2,0.96875
9,4,1.0
9,6,0.9473684210526315
9,8,0.9215686274509804
9,10,0.9777777777777779
9,12,0.7291666666666666
10,1,0.9230769230769231
10,3,0.9583333333333334
10,5,0.9411764705882353
10,7,0.8771929824561404
10,9,0.8699999999999999
11,1,0.9
11,3,0.8921568627450981
11,5,1.0
11,7,0.9039999999999999
11,9,0.6461538461538462
11,11,0.8703703703703703
12,0,0.9615384615384616
12,2,0.9722222222222222
12,4,1.0
12,6,0.8947368421052632
12,8,0.9122807017543861
12,10,1.0
12,12,0.769230769230769
13,0,0.9333333333333333
13,2,0.9583333333333334
13,4,1.0
13,6,0.9
13,8,0.8625
13,10,0.666666666666667
13,12,0.9
14,1,0.9743589743589743
14,3,0.9375
14,5,1.0
14,7,0.9473684210526317
14,9,0.5185185185185186
15,0,0.9615384615384616
15,2,1.0
15,4,0.9807692307692307
15,6,0.9107142857142857
15,8,0.9722222222222222
15,10,0.9411764705882353
15,12,0.65
16,0,0.9615384615384616
16,2,0.9066666666666666
16,4,0.8947368421052632
16,6,0.9833333333333334
16,8,0.6555555555555556
17,0,0.9230769230769231
17,2,0.9642857142857143
17,4,0.7916666666666666
17,6,0.8750000000000001
17,8,0.44705882352941184
17,10,0.9629629629629631
18,0,0.9333333333333333
18,2,0.9333333333333333
18,4,0.96875
18,6,0.9473684210526315
18,8,0.8921568627450979
18,10,0.9411764705882353
19,0,0.9722222222222222
19,2,0.9791666666666666
19,4,0.8703703703703705
19,6,0.8645833333333333
19,8,0.534313725490196
19,10,0.7666666666666667
20,1,0.9615384615384616
20,3,0.875
20,5,0.9166666666666666
20,7,0.95
21,0,0.8928571428571429
21,2,1.0
21,4,1.0
21,6,0.8736842105263157
21,8,0.6041666666666666
22,1,0.9333333333333333
22,3,0.9642857142857143
22,5,0.909090909090909
22,7,0.9210526315789472
22,9,1.0
23,0,0.8833333333333333
23,2,0.8645833333333334
23,4,0.95
23,6,1.0
23,8,0.9027777777777778
23,10,0.8020833333333334
23,12,0.7499999999999999
24,0,0.8928571428571429
24,2,0.95
24,4,0.9117647058823529
24,6,0.9722222222222222
24,8,1.0
24,10,0.42500000000000004
25,1,1.0
25,3,0.9583333333333334
25,5,0.8928571428571429
25,7,0.8888888888888888
25,9,0.9444444444444444
26,1,0.9285714285714286
26,3,0.9107142857142857
26,5,0.9736842105263158
26,7,1.0
27,1,0.9291666666666667
27,3,0.9629629629629631
27,5,0.5964912280701755
27,7,0.6777777777777779
27,9,0.675925925925926
27,11,0.65
28,1,0.9230769230769231
28,3,0.8392857142857143
28,5,0.8676470588235294
28,7,0.9473684210526314
28,9,0.9210526315789473
28,11,0.9375
29,1,0.8653846153846154
29,3,0.9285714285714286
29,5,0.96
29,7,1.0
29,9,0.9285714285714286
30,1,0.892156862745098
30,3,0.9473684210526315
30,5,0.9351851851851853
30,7,0.9555555555555555
30,9,0.8921568627450981
30,11,0.5539215686274509
31,1,0.9333333333333333
31,3,0.9333333333333333
31,5,1.0
31,7,0.9705882352941176
31,9,0.7208333333333332
32,0,0.9722222222222223
32,2,0.9558823529411765
32,4,0.96875
32,6,0.982456140350877
32,8,0.6555555555555556
33,1,1.0
33,3,0.8552631578947368
33,5,0.873015873015873
33,7,0.9473684210526315
33,9,0.6726190476190477
33,11,0.40833333333333344
34,0,1.0
34,2,1.0
34,4,1.0
34,6,0.9333333333333333
34,8,0.9298245614035089
34,10,0.4294117647058825
35,1,1.0
35,3,0.9285714285714286
35,5,0.9583333333333334
35,7,1.0
36,0,0.9230769230769231
36,2,0.9777777777777777
36,4,0.925925925925926
36,6,0.9473684210526315
36,8,0.6145833333333331
37,1,0.8717948717948717
37,3,0.9375
37,5,0.8958333333333334
37,7,0.9666666666666666
37,9,0.9411764705882353
37,11,0.7678571428571429
38,1,0.9166666666666666
38,3,0.9444444444444444
38,5,0.9722222222222222
38,7,0.5833333333333333
38,9,0.4194444444444445
39,0,0.9642857142857143
39,2,1.0
39,4,0.9642857142857143
39,6,0.9210526315789473
39,8,0.8653846153846154
39,10,0.9199999999999999
40,0,0.9230769230769231
40,2,0.90625
40,4,0.9642857142857143
40,6,0.9666666666666668
40,8,1.0
40,10,0.8000000000000002
41,0,1.0
41,2,0.9615384615384616
41,4,0.96875
41,6,0.9705882352941176
41,8,0.7976190476190477
41,10,0.6192307692307693
42,0,1.0
42,2,0.9166666666666666
42,4,1.0
42,6,0.9705882352941176
42,8,0.8666666666666666
42,10,0.6666666666666666
42,12,0.6964285714285714
43,1,0.9583333333333334
43,3,0.9642857142857143
43,5,0.9583333333333334
43,7,1.0
43,9,0.925
43,11,0.9142857142857143
43,13,1.0
44,1,0.9722222222222223
44,3,0.875
44,5,0.8676470588235294
44,7,1.0
44,9,0.9722222222222222
44,11,0.9736842105263158
45,1,0.9230769230769231
45,3,0.8928571428571429
45,5,0.96
45,7,0.9375
45,9,0.7569444444444443
46,1,0.9722222222222223
46,3,0.96875
46,5,0.925
46,7,0.4956140350877193
46,9,0.78125
47,0,1.0
47,2,0.9555555555555556
47,4,0.9035087719298246
47,6,0.8177083333333334
47,8,0.8842105263157893
47,10,1.0
48,1,1.0
48,3,1.0
48,5,1.0
48,7,0.892857142857143
48,9,0.9649122807017543
48,11,0.59375
49,0,1.0
49,2,1.0
49,4,0.9266666666666666
49,6,0.9791666666666666
49,8,0.9125
49,10,0.5200000000000001
50,0,0.9666666666666667
50,2,1.0
50,4,0.8947368421052632
50,6,0.59375
50,8,0.6041666666666666
50,10,0.5466666666666666
51,0,0.9666666666666667
51,2,0.9642857142857143
51,4,0.925925925925926
51,6,0.8854166666666666
51,8,0.7023809523809523
51,10,0.5066666666666668
52,0,0.9230769230769231
52,2,0.9666666666666667
52,4,0.8854166666666666
52,6,0.9625
52,8,0.8928571428571429
52,10,0.95
53,1,0.9666666666666667
53,3,0.8958333333333334
53,5,0.9642857142857143
53,7,0.8947368421052632
53,9,0.553921568627451
54,0,0.9666666666666667
54,2,0.9019607843137254
54,4,0.95
54,6,0.8771929824561404
54,8,1.0
54,10,0.9375
55,1,0.9615384615384616
55,3,0.8846153846153846
55,5,0.8958333333333333
55,7,0.5846153846153848
55,9,0.9736842105263158
56,1,0.9166666666666666
56,3,0.9642857142857143
56,5,0.8771929824561404
56,7,0.8846153846153846
56,9,0.8289473684210527
57,1,0.8277777777777778
57,3,0.9473684210526315
57,5,0.95
57,7,0.8888888888888888
57,9,0.9230769230769231
57,11,1.0
58,0,0.9230769230769231
58,2,0.9666666666666667
58,4,0.8958333333333334
58,6,0.8166666666666668
58,8,1.0
58,10,0.9583333333333333
58,12,0.5266666666666667
59,0,0.9333333333333333
59,2,0.9642857142857143
59,4,0.96875
59,6,0.9666666666666667
59,8,0.975
59,10,0.9047619047619048
59,12,0.8
60,1,1.0
60,3,0.8541666666666666
60,5,0.8552631578947368
60,7,0.7890625
60,9,0.7692307692307693
61,0,1.0
61,2,0.9166666666666666
61,4,1.0
61,6,0.9264705882352942
61,8,0.868421052631579
61,10,0.9149659863945577
61,12,0.6
61,14,0.6769230769230768
62,0,1.0
62,2,1.0
62,4,0.9583333333333334
62,6,0.921875
62,8,0.9444444444444444
62,10,1.0
62,12,0.9444444444444444
63,0,0.9333333333333333
63,2,0.8854166666666666
63,4,0.9705882352941176
63,6,1.0
63,8,0.9122807017543859
63,10,0.875
63,12,0.5490196078431373
64,1,1.0
64,3,0.9666666666666667
64,5,0.9642857142857143
64,7,1.0
64,9,0.8771929824561404
65,0,0.9375
65,2,0.8571428571428573
65,4,0.875
65,6,0.9263157894736843
65,8,0.9722222222222222
65,10,0.7000000000000001
65,12,0.7142857142857143
66,0,0.9270833333333334
66,2,0.9444444444444445
66,4,0.9444444444444444
66,6,1.0
66,8,1.0
66,10,1.0
66,12,0.5964912280701755
66,14,0.71875
67,0,1.0
67,2,0.9607843137254901
67,4,0.9411764705882353
67,6,1.0
67,8,1.0
67,10,0.8
68,0,0.9523809523809523
68,2,0.9583333333333334
68,4,0.96875
68,6,0.9473684210526315
68,8,0.7058823529411765
68,10,0.8717948717948718
68,12,0.8
69,1,0.9666666666666667
69,3,0.96875
69,5,1.0
69,7,0.553921568627451
69,9,0.41666666666666674
70,1,1.0
70,3,0.9705882352941176
70,5,1.0
70,7,0.868421052631579
70,9,1.0
70,11,0.6538461538461539
70,13,0.8779761904761906
71,1,0.9607843137254901
71,3,0.9166666666666666
71,5,0.8125000000000001
71,7,1.0
71,9,0.4906250000000001
72,0,1.0
72,2,0.9545454545454546
72,4,0.9019607843137253
72,6,0.5937500000000001
72,8,0.48809523809523825
73,1,0.9444444444444443
73,3,1.0
73,5,0.9
73,7,0.8750000000000001
73,9,0.9222222222222223
73,11,0.6818181818181818
73,13,0.8253968253968254
74,0,1.0
74,2,1.0
74,4,0.875
74,6,0.9605263157894737
74,8,0.9705882352941176
74,10,1.0
75,1,0.9444444444444443
75,3,1.0
75,5,1.0
75,7,1.0
76,1,0.9666666666666667
76,3,0.9642857142857143
76,5,0.9814814814814814
76,7,0.9473684210526315
76,9,1.0
77,0,1.0
77,2,1.0
77,4,0.9791666666666666
77,6,0.868421052631579
77,8,0.953125
77,10,0.875
78,1,1.0
78,3,0.9230769230769231
78,5,0.9210526315789473
78,7,0.9375
79,1,0.8974358974358974
79,3,0.875
79,5,0.8627450980392157
79,7,1.0
79,9,0.9285714285714286
80,0,1.0
80,2,1.0
80,4,0.8833333333333334
80,6,0.8529411764705883
80,8,1.0
80,10,0.6
80,12,0.7999999999999999
81,1,0.9444444444444445
81,3,0.8764705882352941
81,5,0.975
81,7,0.9466666666666665
81,9,0.65
82,0,0.8928571428571429
82,2,0.9642857142857143
82,4,0.9117647058823529
82,6,0.9736842105263158
82,8,1.0
82,10,0.9733333333333333
82,12,0.44705882352941184
83,0,0.9230769230769231
83,2,1.0
83,4,0.9375
83,6,0.9117647058823529
83,8,0.8775510204081635
83,10,0.9466666666666667
83,12,0.5974025974025974
84,0,0.9285714285714286
84,2,1.0
84,4,1.0
84,6,0.8888888888888888
84,8,0.8981481481481483
84,10,0.8333333333333334
84,12,0.7500000000000001
84,14,0.7291666666666669
