game,move,expl_rate
0,1,0.9540816326530612
0,3,0.9603174603174603
0,5,0.965625
0,7,0.8
0,9,0.7062706270627064
0,11,1.0
1,1,1.0
1,3,0.9787234042553191
1,5,0.9233833039388595
1,7,0.9442857142857142
1,9,0.9575221238938053
1,11,0.7999999999999997
2,1,0.9166666666666665
2,3,1.0
2,5,0.9647435897435896
2,7,0.9605263157894737
3,1,0.9
3,3,0.9101123595505618
3,5,0.8
3,7,0.9605263157894737
3,9,0.8838383838383839
4,0,0.9827235772357725
4,2,0.9565217391304348
4,4,0.9358974358974359
4,6,0.9232209737827716
4,8,0.8351449275362319
4,10,0.5247584541062802
5,1,0.948095238095238
5,3,1.0
5,5,0.9513906447534767
5,7,0.9607843137254902
5,9,0.9526315789473685
5,11,0.9156118143459915
6,1,1.0
6,3,0.951530612244898
6,5,0.951530612244898
6,7,0.953074433656958
6,9,0.8753472222222222
6,11,0.7843642611683849
7,1,0.9955357142857143
7,3,0.9722222222222221
7,5,0.9190140845070423
7,7,0.8928333333333335
7,9,0.7936507936507934
8,0,0.9852941176470589
8,2,0.9642857142857145
8,4,0.9710144927536232
8,6,0.9696969696969697
8,8,0.8039999999999998
8,10,0.7284313725490199
8,12,0.9666666666666667
9,0,0.917808219178082
9,2,1.0
9,4,0.9882352941176472
9,6,0.9006410256410255
9,8,0.688943894389439
9,10,0.7056179775280897
9,12,0.8340163934426229
9,14,0.8972222222222224
10,0,1.0
10,2,0.9395604395604396
10,4,0.915873015873016
10,6,0.9962962962962962
10,8,0.9107142857142857
10,10,0.8699186991869919
10,12,0.8774509803921569
11,1,1.0
11,3,0.9176608187134504
11,5,0.9031531531531531
11,7,0.8629283489096575
11,9,0.7491830065359475
11,11,0.8831168831168831
12,1,0.9433691756272403
12,3,0.9926470588235294
12,5,0.9166666666666666
12,7,0.9289308176100629
12,9,0.8915857605177995
12,11,0.7605042016806721
12,13,1.0
13,0,0.9714285714285714
13,2,0.9547619047619047
13,4,0.8649122807017544
13,6,0.8835227272727271
13,8,0.9666666666666667
13,10,0.9270833333333334
13,12,0.9014084507042252
14,1,0.9090909090909091
14,3,0.934027777777778
14,5,0.8776666666666665
14,7,0.7859195402298847
14,9,0.9695652173913045
15,1,0.9583333333333334
15,3,0.9473684210526315
15,5,0.9302536231884055
15,7,0.9736842105263158
16,1,0.8734375000000001
16,3,0.9756637168141593
16,5,0.9410774410774412
16,7,0.9746376811594203
16,9,0.8287037037037034
17,1,0.9009661835748792
17,3,0.8752808988764044
17,5,0.9836601307189543
17,7,0.9791666666666666
17,9,0.8410493827160491
18,0,0.9385593220338984
18,2,0.9775641025641025
18,4,0.9568627450980394
18,6,0.8805031446540882
18,8,0.9031249999999997
19,0,0.9264367816091954
19,2,0.9835526315789473
19,4,0.9470588235294117
19,6,0.9293785310734464
19,8,0.869565217391304
19,10,0.6149425287356319
20,0,0.9420289855072463
20,2,0.978902953586498
20,4,0.9512987012987013
20,6,0.9508547008547009
20,8,0.777777777777778
20,10,0.9006849315068494
21,1,1.0
21,3,0.9422222222222222
21,5,0.9609375
21,7,0.8913120567375883
21,9,0.8655303030303032
21,11,0.9402654867256637
22,0,0.9345991561181436
22,2,0.9622222222222221
22,4,0.978114478114478
22,6,0.992156862745098
22,8,0.855177993527508
22,10,0.9044943820224722
23,0,0.9761904761904762
23,2,0.9666666666666667
23,4,0.989010989010989
23,6,0.9029304029304032
23,8,0.94375
24,0,0.9569892473118279
24,2,0.9437751004016064
24,4,0.9229534510433386
24,6,0.9258849557522125
24,8,0.905128205128205
24,10,0.9167093360641746
24,12,0.8769574944071588
25,1,0.9802631578947368
25,3,0.9331501831501832
