game,move,mean,median,max
0,0,7.726027397260274,8.0,11
0,2,8.166666666666666,9.0,13
0,4,5.851851851851852,6.0,9
0,6,6.0,6.0,8
0,8,5.048275862068966,6.0,6
0,10,5.054794520547945,6.0,6
0,12,4.760869565217392,5.0,6
0,14,3.076388888888889,3.0,5
0,16,2.73972602739726,3.0,4
0,18,2.6810810810810812,3.0,3
1,1,8.303030303030303,9.0,10
1,3,5.621359223300971,6.0,8
1,5,4.15748031496063,5.0,6
1,7,4.273381294964029,5.0,6
1,9,4.136752136752137,5.0,6
1,11,4.214285714285714,5.0,7
1,13,3.4909090909090907,4.0,5
2,1,10.761904761904763,12.0,16
2,3,7.409090909090909,8.0,11
2,5,6.864864864864865,7.0,10
2,7,6.406593406593407,7.0,9
2,9,5.990196078431373,6.0,8
2,11,4.661417322834645,5.0,6
2,13,4.2242152466367715,5.0,5
2,15,4.07051282051282,4.0,5
2,17,3.5338345864661656,4.0,5
3,0,8.381818181818181,9.0,12
3,2,6.314285714285714,7.0,10
3,4,6.568627450980392,8.0,8
3,6,5.260869565217392,5.5,8
3,8,6.127659574468085,6.0,8
3,10,5.054794520547945,6.0,6
3,12,4.53781512605042,5.0,6
3,14,4.2936507936507935,5.0,6
3,16,3.460227272727273,3.0,5
3,18,3.7313432835820897,4.0,5
4,0,7.892307692307693,9.0,11
4,2,8.127272727272727,9.0,13
4,4,6.929577464788732,8.0,10
4,6,5.559139784946237,6.0,8
4,8,5.1923076923076925,6.0,6
4,10,4.262820512820513,5.0,5
4,12,4.477341389728097,5.0,5
4,14,4.476190476190476,5.0,6
4,16,3.1306818181818183,3.0,5
5,1,7.03125,7.5,9
5,3,5.441441441441442,5.0,8
5,5,4.893203883495145,5.0,8
5,7,4.043478260869565,5.0,6
5,9,4.336538461538462,5.0,7
5,11,4.197530864197531,5.0,7
6,0,9.142857142857142,10.0,13
6,2,7.743589743589744,8.0,11
6,4,6.20952380952381,7.0,8
6,6,4.176991150442478,5.0,6
6,8,4.23404255319149,5.0,6
6,10,4.969072164948454,5.0,9
6,12,4.425196850393701,5.0,6
7,1,8.75,10.0,13
7,3,8.941176470588236,10.5,11
7,5,6.463917525773196,6.0,9
7,7,4.268115942028985,5.0,5
7,9,2.53125,3.0,4
8,1,7.291666666666667,8.0,11
8,3,7.185714285714286,8.0,11
8,5,8.031746031746032,9.0,11
8,7,5.964705882352941,7.0,8
8,9,5.111111111111111,6.0,8
8,11,5.843478260869565,6.0,9
8,13,4.226923076923077,5.0,5
8,15,4.291390728476821,5.0,5
8,17,3.8013698630136985,4.0,5
8,19,4.203125,5.0,6
9,1,8.288135593220339,9.0,11
9,3,6.971014492753623,8.0,10
9,5,5.436781609195402,6.0,8
9,7,5.206896551724138,6.0,8
9,9,4.285714285714286,5.0,6
9,11,3.727722772277228,4.0,5
9,13,2.8098591549295775,3.0,4
9,15,4.097560975609756,5.0,5
9,17,3.6666666666666665,4.0,5
10,1,9.148148148148149,10.0,13
10,3,7.015384615384615,8.0,11
10,5,6.971014492753623,8.0,10
10,7,6.021052631578947,6.0,8
10,9,4.982142857142857,5.0,8
10,11,4.01123595505618,5.0,6
11,1,11.0,12.0,16
11,3,9.413793103448276,10.0,12
11,5,6.021978021978022,6.0,10
11,7,3.27027027027027,3.0,6
12,1,8.758620689655173,10.0,11
12,3,6.290697674418604,7.0,9
12,5,5.549450549450549,6.0,8
12,7,5.761904761904762,6.0,9
12,9,4.6171875,5.0,6
12,11,4.012987012987013,5.0,6
13,0,6.684931506849315,7.0,11
13,2,6.884057971014493,8.0,10
13,4,6.16,7.0,10
13,6,6.430232558139535,7.0,9
13,8,5.285714285714286,6.0,8
13,10,6.518987341772152,7.0,9
13,12,4.69620253164557,5.0,6
13,14,3.0588235294117645,3.0,5
14,1,11.804878048780488,13.0,18
14,3,8.537037037037036,9.5,13
14,5,6.75,8.0,9
14,7,6.39344262295082,7.0,8
14,9,4.171875,5.0,6
14,11,4.693693693693693,5.0,8
14,13,3.5172413793103448,4.0,5
14,15,3.7246376811594204,4.0,5
15,1,9.381818181818181,11.0,12
15,3,6.352112676056338,6.0,10
15,5,5.726190476190476,6.0,10
15,7,3.6296296296296298,4.0,6
16,1,9.433962264150944,11.0,13
16,3,6.846153846153846,7.0,11
16,5,6.0,6.0,10
16,7,3.8205128205128207,4.0,6
17,1,6.985294117647059,7.5,11
17,3,6.884057971014493,8.0,10
17,5,6.433734939759036,7.0,10
17,7,4.9245283018867925,5.0,8
17,9,4.208695652173913,5.0,6
18,0,8.258064516129032,9.0,11
