game,move,expl_rate
0,1,0.9882352941176471
0,3,0.9145021645021644
0,5,0.9409722222222222
0,7,0.95
0,9,0.9474637681159421
0,11,0.7640625
0,13,0.812189054726368
1,1,0.9555555555555555
1,3,0.9089430894308943
1,5,0.8603703703703705
1,7,0.7353896103896105
1,9,0.8436868686868686
1,11,0.7473958333333335
2,1,0.9743589743589743
2,3,0.9256410256410257
2,5,0.9157509157509158
2,7,0.9264705882352942
2,9,1.0
2,11,0.7857142857142857
3,0,0.9666666666666666
3,2,0.9625603864734302
3,4,0.9810126582278481
3,6,0.9522108843537416
3,8,0.8636363636363636
4,1,0.9492424242424243
4,3,0.894194756554307
4,5,0.8516483516483515
4,7,0.9012345679012346
4,9,0.8764367816091955
4,11,0.8782505910165482
4,13,0.8181818181818185
4,15,0.8353658536585366
4,17,0.7767489711934152
5,1,0.9586021505376343
5,3,0.9209770114942529
5,5,0.9513108614232211
5,7,0.9201388888888888
5,9,0.8438584316446913
5,11,0.5561488673139161
5,13,0.8548850574712642
5,15,0.8296296296296296
6,0,0.9507936507936509
6,2,0.9799578059071729
6,4,0.936144578313253
6,6,0.9464912280701754
6,8,0.9166666666666667
6,10,0.8979591836734694
7,0,0.9467741935483871
7,2,0.9858974358974361
7,4,0.937983193277311
7,6,0.9144097222222224
7,8,0.9641577060931898
7,10,0.9031007751937985
8,1,0.9633333333333334
8,3,0.9678714859437753
8,5,0.953125
8,7,0.8602490583010062
8,9,0.9352203647416414
8,11,0.9379562043795621
8,13,0.9153543307086616
8,15,0.8816287878787878
8,17,0.8823529411764705
9,0,0.9442222222222222
9,2,1.0
9,4,0.9378510378510378
9,6,0.9444444444444444
9,8,0.7720883534136548
9,10,0.9202279202279205
9,12,0.9011680143755617
9,14,0.973901098901099
9,16,1.0
10,0,0.971830985915493
10,2,0.9063926940639272
10,4,0.9676870748299321
10,6,0.9467871485943774
10,8,0.9183501683501686
10,10,0.6125000000000005
10,12,0.9462365591397849
11,1,0.9554794520547943
11,3,0.9480897009966777
11,5,0.9341428571428572
11,7,0.9406565656565656
11,9,0.8544776119402986
11,11,0.8950381679389315
11,13,0.9592592592592593
11,15,0.8130208333333332
11,17,0.9541847041847042
11,19,0.6429824561403511
12,1,0.9651898734177216
12,3,0.9242424242424243
12,5,0.9265232974910395
12,7,0.9423611111111111
12,9,0.7903508771929826
12,11,0.9365942028985508
12,13,0.6547619047619047
12,15,0.6414141414141414
12,17,0.9141914191419143
12,19,0.6861111111111111
12,21,0.7121212121212123
13,1,0.9600000000000001
13,3,0.9137387387387388
13,5,0.9865591397849462
13,7,0.9086142322097378
13,9,0.927942794279428
13,11,0.9267139479905439
13,13,0.9265217391304343
13,15,0.6697916666666667
13,17,0.88671875
13,19,0.7063333333333334
14,0,0.9512820512820515
14,2,0.9635416666666667
14,4,0.9453947368421052
14,6,0.9208333333333332
14,8,0.7580321285140564
14,10,0.8817204301075268
15,1,0.9154411764705883
15,3,0.9512195121951219
15,5,0.9213991769547324
15,7,0.9375
15,9,0.9358974358974357
15,11,1.0
16,0,1.0
16,2,0.9533333333333335
16,4,0.9551470588235295
16,6,0.9089473684210526
16,8,0.9155555555555556
16,10,1.0
16,12,0.882183908045977
17,1,0.9835390946502056
17,3,0.9166666666666667
17,5,0.9273927392739276
17,7,0.8548387096774194
17,9,0.8803030303030304
17,11,0.8877887788778877
17,13,0.82201646090535
17,15,0.7446581196581196
17,17,0.9206349206349206
18,1,0.9485294117647058
18,3,0.9170454545454546
18,5,0.9420779220779221
18,7,0.9496644295302014
18,9,0.8598820058997048
18,11,0.8687943262411348
18,13,0.8600427350427352
18,15,0.7122093023255812
19,1,0.9575581395348837
19,3,0.9942528735632183
19,5,0.9275362318840579
19,7,0.8858024691358025
19,9,0.8564814814814813
19,11,0.75
20,1,0.9547619047619047
20,3,0.9284552845528454
20,5,0.9423076923076922
20,7,0.9433656957928802
20,9,0.7755775577557755
20,11,0.7663551401869159
20,13,0.6294117647058824
21,0,0.9352564102564104
21,2,0.9357429718875501
21,4,0.9478114478114479
21,6,0.8525
21,8,0.9043715846994534
21,10,0.9205426356589148
21,12,0.8440999138673559
21,14,0.8181818181818179
22,1,0.9901960784313726
22,3,0.9538461538461539
22,5,0.9289682539682541
22,7,0.9032258064516129
22,9,0.7367021276595744
22,11,0.9460093896713614
22,13,0.9512195121951219
22,15,0.9152542372881356
23,1,0.929951690821256
23,3,0.967948717948718
23,5,0.9024390243902439
23,7,0.9488095238095239
23,9,0.6941031941031942
23,11,0.9195230998509689
23,13,0.9740909090909089
24,0,0.9525462962962963
24,2,0.9605633802816902
24,4,0.892018779342723
24,6,0.9093137254901961
24,8,0.9023102310231024
24,10,0.9675324675324677
25,0,0.9595959595959597
25,2,0.9714912280701754
25,4,0.948501872659176
25,6,0.9714285714285714
