game,move,mean,median,max
0,0,1.5,1.5,3
0,2,1.5,1.5,3
0,4,13.777777777777779,14.5,27
0,6,1.7272727272727273,2.0,4
0,8,6.870967741935484,8.0,13
0,10,2.4444444444444446,2.5,4
0,12,3.125,2.0,8
0,14,2.25,2.0,5
0,16,3.1707317073170733,2.0,7
0,18,1.828125,2.0,4
0,20,1.3125,1.0,4
0,22,1.4,1.0,2
1,0,17.46969696969697,17.0,34
1,2,1.0,1.0,2
1,4,1.5,1.5,3
1,6,1.5,1.5,3
1,8,2.7222222222222223,2.0,5
1,10,4.592592592592593,5.0,11
1,12,1.7142857142857142,2.0,4
1,14,3.6,3.0,9
1,16,2.4698795180722892,2.0,5
1,18,5.623762376237623,3.0,18
1,20,3.03125,1.5,9
1,22,3.0,2.0,9
1,24,2.8392857142857144,2.0,9
1,26,4.861111111111111,4.5,11
1,28,3.696969696969697,3.0,7
1,30,1.6666666666666667,1.0,4
1,32,1.3888888888888888,1.0,4
1,34,3.380952380952381,3.0,6
2,0,1.5,1.5,3
2,2,4.6875,4.0,9
2,4,5.56,5.0,11
2,6,14.067415730337078,15.0,28
2,8,4.142857142857143,5.0,10
2,10,1.8148148148148149,2.0,4
2,12,1.896551724137931,2.0,4
2,14,1.88,2.0,4
2,16,8.45360824742268,6.0,22
2,18,12.901098901098901,13.0,26
2,20,4.790123456790123,2.0,12
2,22,1.1764705882352942,1.0,2
3,0,1.5,1.5,3
3,2,5.0,5.5,10
3,4,1.7142857142857142,1.0,4
3,6,2.7058823529411766,3.0,5
3,8,2.8846153846153846,3.0,5
3,10,1.3,1.0,3
4,1,1.5,1.5,3
4,3,3.5555555555555554,4.0,7
4,5,5.7894736842105265,6.0,11
4,7,3.1818181818181817,3.0,7
4,9,3.0714285714285716,2.5,7
4,11,3.08,2.0,8
4,13,3.6363636363636362,3.0,8
4,15,3.0,3.0,8
5,0,1.5,1.5,3
5,2,1.5,1.5,3
5,4,1.0,1.0,2
5,6,2.5,2.5,5
5,8,17.529411764705884,16.0,33
5,10,2.25,2.0,4
5,12,2.0454545454545454,2.0,4
5,14,4.198473282442748,5.0,6
5,16,2.3157894736842106,2.0,5
5,18,1.7619047619047619,1.0,5
5,20,1.1818181818181819,1.0,2
6,1,3.090909090909091,4.0,6
6,3,3.142857142857143,3.5,7
6,5,3.9285714285714284,3.5,9
6,7,8.214285714285714,8.5,17
6,9,1.4,1.0,3
6,11,4.458333333333333,5.0,10
6,13,4.064516129032258,3.0,9
6,15,3.5925925925925926,4.0,8
6,17,4.0,5.0,10
7,1,1.0,1.0,2
7,3,2.5,2.0,6
7,5,2.6315789473684212,2.0,7
7,7,3.225,3.0,7
7,9,2.892857142857143,2.0,7
7,11,6.266666666666667,6.0,13
7,13,3.0425531914893615,2.0,7
7,15,3.3716814159292037,3.0,8
7,17,3.486842105263158,3.0,9
7,19,7.269230769230769,6.0,20
7,21,4.411764705882353,5.0,11
8,1,1.5,1.5,3
8,3,1.625,1.5,3
8,5,3.7083333333333335,3.0,9
8,7,2.0357142857142856,2.0,5
8,9,6.454545454545454,6.0,13
8,11,4.333333333333333,5.5,8
8,13,3.409090909090909,4.0,5
8,15,1.8235294117647058,2.0,4
8,17,1.875,2.0,4
8,19,3.9625,3.0,9
8,21,2.7209302325581395,2.0,6
9,0,1.5,1.5,3
9,2,1.0,1.0,2
9,4,1.5,1.5,3
9,6,5.96,6.0,13
9,8,2.25,2.0,5
9,10,2.8125,2.5,5
9,12,3.388888888888889,3.0,6
9,14,4.0131578947368425,5.0,6
9,16,1.7692307692307692,2.0,4
9,18,1.2105263157894737,1.0,2
10,1,5.071428571428571,4.5,10
10,3,7.5,8.0,16
10,5,17.35820895522388,18.0,32
10,7,3.142857142857143,3.5,7
10,9,3.25,2.0,8
10,11,3.6923076923076925,2.5,9
10,13,4.535714285714286,4.5,10
10,15,6.317073170731708,6.0,12
11,0,1.4,1.0,3
11,2,1.7777777777777777,2.0,4
11,4,5.478260869565218,5.0,13
11,6,5.344827586206897,5.0,13
11,8,2.076923076923077,2.0,5
11,10,2.0714285714285716,2.0,5
11,12,2.7777777777777777,3.0,5
12,0,1.5,1.5,3
12,2,1.4,1.0,3
12,4,1.4,1.0,3
12,6,1.4,1.0,3
12,8,2.3125,2.0,5
12,10,2.4814814814814814,2.0,5
12,12,2.730769230769231,2.5,5
12,14,3.6153846153846154,3.5,6
12,16,2.176470588235294,1.0,6
12,18,1.7894736842105263,1.0,5
12,20,1.2142857142857142,1.0,2
13,1,1.5,1.5,3
13,3,2.1,2.0,4
13,5,1.8571428571428572,2.0,4
13,7,2.272727272727273,2.0,5
