game,move,mean,median,max
0,1,8.181818181818182,9.0,12
0,3,7.8,8.0,13
0,5,7.236111111111111,7.0,12
0,7,5.257142857142857,6.0,8
0,9,3.214814814814815,3.0,5
1,1,9.823529411764707,11.0,14
1,3,5.434782608695652,5.5,8
1,5,6.17,6.0,9
1,7,3.5864661654135337,4.0,6
2,0,7.944444444444445,8.0,11
2,2,7.121621621621622,8.0,11
2,4,5.515151515151516,6.0,7
2,6,3.576687116564417,4.0,6
2,8,4.921875,5.0,6
2,10,4.487603305785124,5.0,6
2,12,4.176056338028169,4.0,6
3,0,7.391891891891892,8.0,11
3,2,6.444444444444445,7.0,11
3,4,5.797752808988764,6.0,10
3,6,5.698795180722891,6.0,10
3,8,4.844444444444444,4.0,14
3,10,8.263157894736842,9.5,11
3,12,2.0625,2.0,3
4,0,7.655737704918033,8.0,13
4,2,8.23728813559322,9.0,14
4,4,7.092307692307692,7.0,14
4,6,6.5479452054794525,6.0,12
4,8,6.090909090909091,6.0,9
4,10,4.932203389830509,6.0,7
4,12,3.7872340425531914,4.0,6
4,14,4.059171597633136,5.0,5
4,16,3.76036866359447,4.0,5
5,0,8.615384615384615,9.0,13
5,2,6.085365853658536,7.0,11
5,4,5.5,6.0,10
5,6,5.3173076923076925,6.0,9
5,8,4.016129032258065,4.0,6
5,10,3.5448717948717947,3.0,6
5,12,3.206896551724138,3.0,6
6,1,11.727272727272727,13.0,15
6,3,7.16,8.0,11
6,5,4.888888888888889,5.0,8
6,7,5.2555555555555555,6.0,8
6,9,5.23404255319149,6.0,9
6,11,4.508620689655173,5.0,7
6,13,4.2242152466367715,5.0,5
7,1,9.796296296296296,11.0,13
7,3,4.945652173913044,5.0,8
7,5,4.9105691056910565,5.0,7
7,7,3.142857142857143,3.0,5
8,1,8.137931034482758,9.0,11
8,3,6.732394366197183,7.0,11
8,5,6.3625,6.5,10
8,7,4.348484848484849,5.0,6
8,9,3.9622641509433962,5.0,6
9,1,6.884615384615385,7.0,11
9,3,5.112359550561798,6.0,8
9,5,5.045045045045045,5.0,9
9,7,5.491379310344827,5.5,9
9,9,4.051282051282051,5.0,6
9,11,2.751381215469613,3.0,3
10,1,11.022727272727273,12.0,16
10,3,7.396825396825397,8.0,13
10,5,6.986666666666666,7.0,10
10,7,4.544,5.0,6
10,9,3.227272727272727,3.0,5
11,1,7.883333333333334,9.0,12
11,3,5.806818181818182,6.0,10
11,5,4.345794392523365,4.0,8
11,7,5.212389380530974,6.0,8
11,9,4.404761904761905,4.0,7
11,11,3.7318840579710146,3.0,6
12,1,11.418604651162791,13.0,17
12,3,8.767857142857142,9.0,14
12,5,6.620253164556962,8.0,9
12,7,5.306306306306307,6.0,7
12,9,3.5786163522012577,4.0,5
12,11,2.3653846153846154,2.5,3
13,1,10.08695652173913,11.0,15
13,3,7.024390243902439,7.0,11
13,5,6.112359550561798,6.0,9
13,7,4.519083969465649,5.0,6
13,9,4.864,6.0,7
13,11,3.5642023346303504,4.0,4
14,0,8.085714285714285,8.5,12
14,2,6.901408450704225,8.0,10
14,4,6.25,6.0,9
14,6,4.482014388489208,5.0,6
14,8,4.066115702479339,4.0,7
14,10,4.242424242424242,5.0,6
14,12,3.013245033112583,3.0,5
